text,true_label,pred_label
press review 0850cet the seizure of fake nike sportswear by the customs department was one of the main stories on wednesday 39 s newspapers l orizzont published,4,1
conocophillips boosts lukoil stake to 10 percent afp afp us oil major conocophillips has boosted its stake in russia s second largest oil producer lukoil to 10 percent giving conoco at least one representative on lukoil s board,1,3
smoking ban would target pubs ritain 39 s government proposed banning smoking in most public places yesterday setting off debate over what one smoker decried as the brainchild of a busybody quot nanny state,1,3
swedes beam poetry into outer space reuters reuters swedish poets have broadcast their work into outer space by radio to give alien life forms if they exist a taste of earthling literature,1,4
cricket nz suffer franklin blow new zealand bowler james franklin misses the first test against australia with injury,1,2
bae included in sfo investigation bae systems says it has found out that it is being investigated by the uk s serious fraud office,3,4
apec ministers urge new effort on trade talks pacific rim trading nations said on wednesday they should pool their influence to energize talks to free up world trade as trade and foreign ministers from the 21 member asia pacific,1,3
nursery rhymes more violent than tv reuters reuters children s nursery rhymes contain 10 times more violence than television shows broadcast before the 9 p m watershed after which more adult content can be shown research has said,1,4
india desperate for jobs infrastructure despite economic boom afp afp despite india s economic boom in software and outsourcing services economists have warned the government needs more reforms to create jobs in manufacturing to cut poverty,1,3
russia 39 s putin defends reforms worries about clans russian president vladimir putin said on thursday he had no plans to grab more power or change the constitution when reforming russia 39 s government structure,3,1
sbc and yahoo extend pact to offer internet service san antonio sbc communications and yahoo are expanding their high speed internet service partnership to link video wireless phone internet and other services,3,4
suspect animal tested for mad cow disease washington reuters government scientists are chasing a possible new case of mad cow disease in the united states with final results on a suspicious slaughtered animal expected in coming days officials said on thursday,3,4
police chief backs using force against intruders britains top police officer today called for an urgent updating of the law to protect householders who use force to defend their homes against criminals even if it involves killing the intruder,1,4
nike ceo philip knight resigned the co founder of nike inc philip knight has resigned from his position as chief executive officer the company said on thursday,3,4
a bit of wall st on the tigris the 150 brokers and traders on the iraq stock exchange are not waiting for the war to end buying and selling orders a few hundred yards away from the fighting,1,3
a fair tax some say a fair tax that removes the need to file tax returns from the vast majority of the citizenry is a national sales tax this doesn t seem to be very fair to people trying to feed house and clothe themselves and seems to subsidize large land holders bush s favorite constituency there is a tax that lives up to the promises broken by bush s proposal for a national sales tax,4,3
nike co founder stepping down president effective december 28 after more than a year long search knight 66 who also will give up his title of president chairman quot knight said in a statement on thursday,3,2
peoplesoft chief threatens to sue over oracle statements peoplesoft s chief executive accused oracle of spreading misleading information about his stock sales and threatened to sue for defamation,4,3
yahoo and sbc extend partnership and plan new services yahoo and sbc communications have agreed to collaborate to extend some of the online services and content they currently provide to pc users to mobile phones and home entertainment devices,3,4
bearingpoint cfo out error found mclean technology consulting company bearingpoint inc said yesterday that its chief financial officer robert s falcone would retire on nov 30,4,3
football brazil legend s uk debut brazil football great socrates is set to make his debut for non league garforth town on saturday,1,2
football spanish fa apologises the spanish fa apologises to its english counterparts following racist chanting,1,2
lazarus like virus hits computers a new computer virus is catching people out by coming back from the dead,3,4
greenspan issues new warning over us current account deficit afp afp us federal reserve chairman alan greenspan said the united states huge current account deficit cannot be indefinitely financed by foreign countries and investors,3,1
bush signs into law debt ceiling increase lt p gt lt p gt lt p gt washington reuters president bush on friday signed intolaw a measure authorizing an 800 billion increase in thecredit limit of the united states the white house said lt p gt,1,3
tacoma weathers erp and crm perfect storm problems with a 50 million plus rollout of sap s erp crm and other business apps in the city of tacoma wash have generated a storm of end user complaints bad press and a call for an independent audit of the situation,4,3
un deadlock defeats cloning ban the united nations has shelved efforts to draft a treaty banning the cloning of human embryos in a setback for the bush administration,1,4
congress sends net access ban to white house the u s congress on friday reinstated a ban on internet access taxes after the house of representatives agreed to extend it for another three years rather than make it permanent,4,3
lawyers in the limelight by all appearances steven woghin was a lawyer at the top of his game after years in government service the former justice department attorney had worked his way up to a comfortable six figure salary and the chief legal job at software maker computer associates international inc,3,4
england humble sprinboks charlie hodgson scores 27 points as england overwhelm the springboks at twickenham,1,2
senators want boeing deal investigated leaders of the senate armed services committee asked the defense department on friday to have its inspector general 39 s office investigate the air force 39 s effort to,3,1
special to espn com it 39 s the age old question quot what do you give to the man who 39 s been everything quot only time will tell whether phil knight 39 s retirement will be as long lived as so many players he paid to endorse nike,3,2
sugar shane not so sweet november 21 2004 ronald winky wright successfully defended his 154 lb title for the sixth time in the highly anticipated rematch with the formerly sweet sugar shane mosley,2,4
google creators in share sell off google founders larry page and sergey brin have announced plans to sell millions of shares in the web search company they launched in 1998,3,4
blunkett gets tougher on drugs new police powers to prosecute offenders for possession if they test positive for drugs when they are arrested even if the only drugs they have are in their bloodstream are to be announced this week,1,2
google targets software giant seattle not too long ago google inc seemed little more than a pesky insect to microsoft corp s 800 pound gorilla,3,4
cat and astrazeneca enter 175m collaboration astrazeneca intends to invest over 120m in cambridge antibody technology cat through an innovative five year research collaboration and a 75m equity,3,4
before the bell gencorp falls 5 6 pct reuters reuters shares of gencorp inc fell 5 6 percent before the opening bell on monday after investment fund steel partners withdrew its proposal to acquire the aerospace and real estate company,4,3
thomson joins takeover bid for contentguard thomson joined microsoft and time warner on monday in trying to take control of u s digital rights management drm company contentguard holdings,4,3
google founders selling off stock google founders selling off stock is this a sign that google stack is overpriced or does it just mean that since there is so much interest in google and its shares right now that the founders decided to sell off a big part of their holdings with the search engine dow,4,3
ivory coast violence deals economic blow burned looted shops dot the commercial capital european airlines have suspended flights and only a few ships remain in what was one of west africa 39 s busiest ports,1,3
banks seek court ruling over f1 three banks go to the high court in london seeking a ruling which could lead to bernie ecclestone losing control of formula one racing,3,2
federal cisos rank patch management as biggest obstacle survey by intelligent decisions indicates that patch management leaves less time for chief information security officers to work on improving overall security,3,4
update peoplesoft board won t negotiate oracle takeover peoplesoft executives said over the weekend that they won t discuss a sale to oracle at a price of 24 per share but would consider an offer at a higher price,4,3
alamosa offers to buy airgate reuters reuters alamosa holdings inc said on monday it made an unsolicited bid for airgate pcs inc worth about 36 380 million which would create one of the largest sellers of wireless telephone service under the sprint brand,4,3
the handbag total knockoff the price tag all too real it is as much a rite of the new york holiday season as sidewalk santas or crowded fifth avenue sidewalks the proliferation of hawkers selling counterfeit products like the fake fendi handbag the replica rolex watch and the pirated dvd,3,4
cingular to cut about 7 000 jobs reuters reuters cingular wireless will cut about 7 000 jobs or 10 percent of its work force to cut costs as it integrates recently purchased at t wireless the company said on tuesday,4,3
cingular to reduce work force by roughly 10 percent ceo says cingular wireless llc the nation s largest cell phone company will cut about 10 percent of its 68 000 jobs over the next 12 to 18 months as it combines operations with the recently acquired at t wireless cingular s chief executive said tuesday,4,3
citrix buying vpn company net6 for 50 million boston citrix systems is buying net6 a privately held maker of ssl secure socket layer vpn virtual private network technology for 50 million cash citrix said tuesday,4,3
easygroup close to launching low cost mobile phone service afp afp easygroup the holding company of no frills british airline easyjet is close to striking a deal to launch a low cost mobile telephone service in britain the financial times reported,1,4
tsa 39 pat downs 39 cross the line for some fliers millions of holiday travelers nationwide are experiencing an all too intimate form of security screening that some say amounts to sexual groping a quot pat down quot by government officials,3,4
sid meier 39 s pirates sets sail the fourth quarter deluge of top quality games continued today with atari announcing that sid meier 39 s pirates had shipped to stores,4,2
fbi interviews halliburton whistleblower bunnatine greenhouse chief contracting officer of the army corps of engineers is seen in her official undated government photo fbi agents recently spent a day interviewing greenhouse the army contracting,3,1
cordio paves the way for the last six years the leominster blue devils have endured a thanksgiving day filled with frustration instead of celebration,2,3
four hurricanes hurting florida economy ap ap normally at this time of the year labor contractor jose luis avalos would be assembling a crew of workers who could each earn 36 1 500 to 36 2 000 a week in the area s abundant citrus groves,3,4
land rover aims new model at us land rover will launch a sports tourer next year in a what is likely to be a test of british carmakers 39 ability to compete in the us,3,4
it may be end of line for narrow track hurricane forecasters debate the usefulness of the quot skinny line quot in tracking maps and look at more accurate alternatives,3,4
the shockwaves of sumatra the indian ocean earthquake of december 2004 produced a shockwave that created tsunamis all across the indian ocean the tsunamis hammered nearby indonesia and struck as far as the coast of east africa the death toll has climbed over 100 000 and continues to grow it also created social shockwaves,4,1
death bell tolls for russia s yukos oil giant afp afp russia s yukos does not begin the week teetering on the edge of ruin where it has been for months now the oil giant is flat on its back gasping for its last breaths of air,1,3
fda oks scientist publishing vioxx data ap ap the food and drug administration has given a whistle blower scientist permission to publish data indicating that as many as 139 000 people had heart attacks that may be linked to vioxx the scientist s lawyer said monday,1,4
signs of a glut and lower prices on thin tv s dont buy that high definition tv yet competition may force the prices down further,4,3
discovery channel tests power of licensing by rushing more than 700 products under the american chopper brand as part of a new in house licensing program the cable channel is relying more heavily on licensing to market shows,3,4
seo 39 s multiplying effect on paid inclusion paid inclusion pi has always been a hot potato it 39 s not quite seo define and not quite search advertising no one wants to touch it,4,3
is this the end of it as we know it halsey minor ceo of hosted integration provider grand central communications has a powerful message for it in four years basically the whole notion of enterprise application software is going to be dead he believes application functionality will instead be available as hosted pay per use services delivered by companies such as salesforce com putting his money where his mouth is minor has recently launched a 50 million venture capital fund with his own money to fuel on demand startups for its part grand central will handle data and process integration between enterprises and multiple on demand services,3,4
toshiba claims hollywood backing in war for next dvd standard afp afp toshiba said four major hollywood studios had thrown their crucial weight behind high definition dvd hd dvd one of two disc formats contending to be the standard in next generation dvds,1,4
a u s brain drain a drop in engineering degrees combined with a fall off in foreign students matriculating at u s colleges spells big trouble ahead,4,3
sony ibm toshiba give details of cell chip reuters reuters ibm sony corp 6758 t and toshiba corp 6502 t on monday revealed their plans for the powerful new cell processor the three are jointly producing to run next generation computers game consoles and televisions,3,4
with work dana farber learns from 94 mistakes nurse teresa mazeika has known the woman knitting in the blue reclining chair for months but she asks carolyn harlow her name and birthday anyway as she approaches with chemotherapy for harlow s blood cancer mazeika a 17 year nursing veteran at dana farber cancer institute isn t taking any chances that she is about to give the drug to the wrong patient,3,1
panel urges n y to pay 14 billion more for city schools court appointed referees recommended the state pay an additional 14 billion over four years to improve new york city schools,1,3
epa may conduct human tests for chemicals ap ap in setting limits on chemicals in food and water the environmental protection agency may rely on industry tests that expose people to poisons and raise ethical questions,1,4
murdoch novel reveals alzheimer s the last novel by the author iris murdoch reveals the first signs of alzheimer s disease experts say,1,3
local group joins suit to de list endangered species bob briggs wifes family has owned about 1 000 acres of redwood forest off waddell creek since 1913 he doesnt clearcut and logs about once a decade,3,4
cingular to upgrade wireless data network december 01 2004 reuters cingular wireless llc the largest us wireless telephone company said yesterday that it would upgrade its network next year to handle high speed data transmissions,3,4
why 2004 was the year of the blog a us dictionary publisher declares blog as one of the words of the year,1,4
turkey eyes 15 billion investment years ankara turkey is hoping to attract 15 billion of foreign investment between 2005 and 2007 through reforms designed to overhaul its economy and ease the country 39 s entry into,1,3
intel planning centrino like brand for desktops intel is preparing a marketing strategy that will brand desktop pcs with a similar label that made its centrino notebook technology a household name according to sources familiar with the company s plans,3,4
internet pharmacies good or bad an investigation into the practice of internet pharmacies and how they are changing the u s pharmaceutical industry,4,3
india s low cost airline eyes business travel afp afp india s pioneer low cost carrier air deccan plans to raise 50 million dollars in private equity by shedding a 26 percent stake and also aims to enter the corporate business jet segment its chairman said,1,3
plus cendant reported to buy ebookers san francisco cbs mw not only did the word quot blog quot enter merriam webster 39 s dictionary this year but microsoft is getting on the personalized e journal bandwagon,4,3
reed on track despite science outlook reed elsevier on thursday reiterated that it remained on track to deliver mid to high single digit earnings per share growth this year despite concerns over its science publishing unit,3,4
hayley mick hayley mick is a journalist currently based in vancouver she has broadcast experience with cbc radio 39 s quirks and quarks and has reported for the vancouver sun cbc online and the canadian press 39 s ontario and vancouver bureaus,1,2
conte goes on tv and names names as the bassist for the pop funk band tower of power victor conte laid down a song 39 s backbone by playing a predetermined series of notes,2,4
christmas clash over gift choices children would like expensive hi tech gifts for christmas but few parents are happy to buy these research suggests,4,3
iraq s neighbors to get little for environment loss reuters reuters iraq s neighbors want tens of billions of dollars for environmental damage done in the 1990 1 gulf conflict but are set to get only paltry funds from the united,4,1
two top nokia executives resign helsinki nokia said the respected head of its networks unit had resigned and another top networks official left in the second major departure of top management in two weeks at the world 39 s largest mobile phone maker,3,4
ibm reported to be exiting pc business ibm 39 s possible exit from the personal computer business would be the latest move in what amounts to a long goodbye from a field it pioneered and revolutionized,3,4
big television remember neo 39 s dilemma in the matrix morpheus offers him two views of reality extending a blue pill in his left hand and a red one in his right,4,3
supreme court hears wine sales case winemakers who want to ship directly to consumers across state lines got a sympathetic hearing at the supreme court today as the justices heard oral arguments in a case that could have a dramatic effect on internet commerce and states power to regulate the alcohol trade,4,3
court hears interstate wine sales case ap ap the supreme court considered tuesday whether state alcoholic beverage regulations put in place 70 years ago after prohibition was lifted should remain the law of the land in the internet age,1,4
china s lenovo to buy ibm s pc business tokyo china s lenovo group ltd signed a definitive agreement on wednesday to acquire ibm corp s personal computing division lenovo will pay us 1 25 billion in cash for the business which is expected to transform it into the world s number three pc maker the companies announced,4,3
automakers sue california over emissions fresno calif automobile manufacturers sued on tuesday to block the world 39 s toughest vehicle emissions standards adopted by california regulators in september to cut greenhouse gases,3,4
hawks evicted from new york city perch ap ap pale male the city hawk was evicted from his nest and the flap has already begun,4,1
update 1 australia survive nz flurry to square series australia withstood a late flurry of exciting strokeplay from pace bowler kyle mills to beat new zealand by 17 runs in wednesday 39 s second limited overs international to square their best of three series at 1 1,2,3
justices hear cases on shipping wine usatoday com usatoday com states that block direct shipments of wine to consumers from out of state wineries faced skeptical comments from supreme court justices on tuesday,1,3
schwarzenegger vows to defend emissions law toyota general motors and seven other automakers filed suit to block california s new greenhouse gas regulation which was approved by the state in september,1,3
snow to stay on with bush principi exits ap ap treasury secretary john snow an aggressive champion of the administration s economic policies accepted president bush s offer wednesday to remain in the cabinet,1,3
nortel to file restated results next year nortel networks said today that after months of trying to untangle faulty financial results it won t file its 2003 and first half 2004 results until early next year,4,3
ellison data hubs could 39 ve prevented 9 11 san francisco oracle ceo larry ellison is convinced that had the intelligence community used a unified database from oracle the terrorist attacks on 9 11 would never have happened,3,4
wisdom was main course waltham he is an 87 year old man with a cane and a cigar and the clout of a king,2,1
english world language forecast a third of people on the planet will be learning english in the next decade says a report,1,4
without batting an eyelash a very french welcome for a new lt b gt lt b gt that night it seemed as if three or four parties were going on at once in cosmo manille wrong palanggas actually there were five in makati alone and one of them had a stream of traffic,3,2
large gambian rats worry fla officials ap ap the florida keys already dealing with invasive exotics from melaleuca to iguanas have added another to the list of unwanted newcomers the african gambian pouch rat,4,1
baxter ends flu vaccine trial cites side effects baxter international inc on thursday said it halted a late stage european trial of a flu vaccine because of higher than expected rates of fever and other symptoms,3,1
amazon 39 s uk dvd rentals might presage war with netflix analysts said amazon 39 s launch of the dvd rental service in the uk might be to test its approach and streamline the logistically difficult process of handling dvds through the mail,3,4
opel to cut payroll by 9 500 opel gets by without layoffs readers taking in these and similar headlines earlier this week were well advised to read the fine print,3,4
nextel sprint talk merger nextel communications inc and sprint corp are negotiating a possible merger according to a source familiar with the discussions,4,3
japan s comics retool the art animation in america once meant mickey mouse and winnie the pooh these days it s just as likely to mean japanese fighting cyborgs doe eyed schoolgirls and sinister monsters thanks in large part to people like john ledford,3,4
cardinal picks a lilly cardinal health s deal with lilly suggests the new fee for service model is gaining traction,3,4
ericsson selected by mtn south africa to supply 3g wcdma network stockholm sweden business wire dec 10 2004 ericsson nasdaq ericy has been selected by mtn south africa to supply 3g wcdma network,4,3
plant a tree at easter urges nobel laureate world to plant trees at easter as a symbol of renewal and to protect the planet planted quot maathai told reuters television in oslo where she received the 2004 nobel peace prize,1,4
kerik pulls out as bush nominee for homeland security job bernard b kerik said in a statement that he had come to learn that a former housekeeper may not have been in the u s legally,1,4
hp targets china with low cost pc san francisco cbs mw personal computer stocks were relatively quiet friday as the sector focused more attention on china where hewlett packard introduced a new low priced pc,3,4
sources sprint nextel closing in on 36b deal sprint corp is in advanced talks to buy nextel communications inc for more than 36 billion in a mostly stock deal sources familiar with the situation said today,4,3
cuts offered issue remains tax or cap the union 39 s proposal to end the lockout made thursday at the league 39 s canadian headquarters calls for a tax that would penalize and perhaps deter high end payrolls,2,3
important rules for phone market face f c c vote next week the fcc will likely change the rules on unbundled networks largely in ways favorable to the regional bells,3,4
i b m sought a china partnership not just a sale inside i b m the issue of whether to stay in the personal computer business has been debated for a decade the issue was put to rest last week,3,4
the kid stays in his home dressed in pj s with a live mike robert evans the fabled hollywood producer and man about town will be enjoying his latest gig as a satellite radio talk show host from the comfort of his home,4,3
indonesian diplomats asked to help improve ri 39 s bad image jakarta antara president susilo yudhoyono asked indonesian diplomats on monday to help the government improve indonesia 39 s bad image,3,1
bangladesh boss slams detractors bangladesh s coach says they still deserve test status after their 30th defeat to india,1,2
week s delay for delta launcher boeing s new heavy lift delta 4 rocket must wait a further week before making its maiden flight,1,4
software revenue pushes up oracle 39 s q2 earnings oracle corp reported second quarter 2005 earnings that beat analyst expectations on monday thanks to new software revenue and continued gains from license updates and product support,3,4
travel column australia through aboriginal eyes this week s travelwatch column profiles anangu tours an aborigine owned tour company in australia s red center,4,3
navy awash in new ibm supercomputers defense dept to buy second supercomputer for naval oceanographic office,4,3
report says n h l will reject proposal the n h l appears poised to reject a proposal made by the players union which included a 24 percent reduction in pay and other concessions but not a hard salary cap,2,3
symantec said to be in talks for veritas symantec which produces the norton line of computer products is in talks to acquire veritas software a maker of data backup programs,3,4
take two torts and call me in the morning the friction that sometimes strains the patient doctor relationship when lawyers seek medical care is at an all time high,4,1
toys will be toys trust me you don 39 t want to see desperate parents shopping over the holidays i was at circuit city nyse cc last week and saw a mother pleading with a sales clerk for a nintendo ds portable video game system,4,3
bond game fails to shake or stir goldeneye rogue action fails to deliver on the promise of its name and struggles to generate the original s massive sense of fun,4,3
china succeeds in cooling economy but 2005 likely to prove just as tough afp afp china can claim some success in the battle to cool its roaring economy in 2004 with a series of macro policies helping prevent another boom bust cycle but much remains to be done if beijing is to avoid increasing wrangles with trade partners,3,1
time warner in 600m setttlement time warner is to announce today that it will pay between 500 and 600 million to settle federal investigations into irregularities at america online according to reports in the american press,3,4
oracle chairman says can close gap with sap report oracle corp can close the gap with sap the world 39 s biggest software company after buying us rival peoplesoft oracle 39 s chairman jeff henley said in an interview published on wednesday,3,4
bush pledges strong dollar policy president bush meets with italian prime minister silvio berlusconi in the oval office of the white house wednesday dec 15 2004 in washington,3,1
microstrategy turnover draws analyst scrutiny microstrategy inc said yesterday that president and chief financial officer eric f brown had resigned and that founder michael j saylor would again hold the company s top three jobs prompting some analysts to raise concerns about the company s stock,4,3
r i p gary webb unembedded reporter the finest journalist ever to get fired for telling the truth is dead at age 49 the official cause of death on the death certificate will be suicide but as we shall see he had much help getting to that point the story of the life and death of gary webb says much about the state of american politics and what passes as journalism in today s america,4,1
a distraction as a deadline approaches as the holidays approach christmas spirit is a bargain hunting essential,4,3
japan govt body to call for 5 7 billion dollar aid to daiei afp afp a japanese government backed organization will ask financial institutions to provide troubled retailer daiei with 600 billion yen 5 7 billion dollars in financial assistance,3,1
daily mail hits back at blunkett the daily mail today dismissed david blunkett 39 s claim that the media played a role in his downfall saying he only had himself to blame,1,4
broadband charges set to tumble the cost of broadband internet access is likely to fall after ofcom ordered british telecom to cut the amount it charges internet providers,3,4
iceland offers shelter to fugitive chess player fugitive chess master bobby fischer has been offered a new home in iceland where he won a classic victory in 1972 but it is unclear whether he will be able to make the move from his detention in japan,1,2
efficient germany sweep past japan two goals from miroslav klose helped jrgen klinsmann 39 s experimental germany side breeze to a 3 0 win over japan in yokohama this afternoon,2,1
britons still prefer fish n chips afp afp traditional fish and chips along with cherished pub grub remain the dishes of choice for britons outstripping chinese or indian take aways,1,4
fcc mulls airborne mobile phone use although there may have been technical limitations at the time the cell phone ban was established according to idc 39 s shiv bakhshi it is unclear why the ban has remained in place given that,3,4
panasonic races to meet plasma demand company is expanding production to deliver more flat panel tvs,4,3
mars water tops science honours the discovery that salty acidic water once flowed across the surface of mars has topped a list of the 10 key scientific advances of 2004,1,4
boeing casts eyes on live tv over connexion service the boeing co is planning to add live television to its connexion by boeing service during 2005 a company executive said in a recent interview,4,3
whitman ebay to buy rent com compliments craigslist stake without reserve ebay nasdaq ebay news people on friday said it is buying rent com the latter which is privately held provides online listings of apartment and house rentals,3,4
this week in merger news this week saw three merger deals worth about 60 billion including one that ranks as the largest software merger in history,4,3
ebay 39 s buy of rent com may lack strategic sense standard amp poor 39 s equity research said the purchase of rent com by ebay nasdaq ebay news people could be a bit of a miscalculation,3,4
pricey drug trials turn up few new blockbusters the 500 billion drug industry is stumbling badly in its core business of finding new medicines while aggressively marketing existing drugs,1,3
